user_id_label,product_id_label,Title,Category,predicted_rating
A14DEZUSA749R8,1884997015,In Quest of God: The Saga of an Extraordinary Pilgrimage,Book,1.6291653
A14DEZUSA749R8,0688060676,Ten Black Dots,Book,1.4977138
A14DEZUSA749R8,1573221740,Renovations: A Father and Son Rebuild a House and Rediscover Each Other,Book,1.3070602
A14DEZUSA749R8,0439240751,"Double Jeopardy (T*Witches, 6)",Book,1.2666409
A14DEZUSA749R8,B000063W82,The Best of Schoolhouse Rock! - 30th Anniversary Edition,Video,1.2386014
A14FQB72UBJQSD,0874850037,The Ebony Cookbook: A Date With a Dish,Book,4.9535165
A14FQB72UBJQSD,0878301534,Ballroom Dancing,Book,3.941437
A14FQB72UBJQSD,B000056PNE,The NBA's 100 Greatest Plays,DVD,3.7750392
A14FQB72UBJQSD,1590770218,"Fantastic Food with Splenda : 160 Great Recipes for Meals Low in Sugar, Carbohydrates, Fat, and Calories",Book,3.6712546
A14FQB72UBJQSD,0486220125,How the Other Half Lives: Studies Among the Tenements of New York,Book,3.5451412
A14OC67MXL92FA,0878301534,Ballroom Dancing,Book,3.769617
A14OC67MXL92FA,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,3.7637975
A14OC67MXL92FA,0590568833,How to Kill a Monster (Goosebumps),Book,3.7545502
A14OC67MXL92FA,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,3.7398982
A14OC67MXL92FA,B000007R0T,Sol to Soul,Music,3.735375
A14QW3EMN8PBZV,6303360041,None But the Lonely Heart,Video,7.150944
A14QW3EMN8PBZV,0613100093,Betsy & Tacy Go over the Big Hill (Betsy and Tacy Books),Book,7.110852
A14QW3EMN8PBZV,0878301534,Ballroom Dancing,Book,7.0981927
A14QW3EMN8PBZV,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,7.068317
A14QW3EMN8PBZV,0471346608,Baby Basics : A Guide for New Parents,Book,7.067288
A15AYFRMBYCQFT,0738700797,Candlemas: Feast of Flames,Book,4.941258
A15AYFRMBYCQFT,0875420532,Secrets of Gypsy Love Magick (Llewellyn's New Age Series),Book,4.9293284
A15AYFRMBYCQFT,1590770218,"Fantastic Food with Splenda : 160 Great Recipes for Meals Low in Sugar, Carbohydrates, Fat, and Calories",Book,3.9952018
A15AYFRMBYCQFT,0151803870,Selected Essays,Book,3.982198
A15AYFRMBYCQFT,0195110382,War at Sea: A Naval History of World War II,Book,3.8908122
A15BPLFHIC8Q2B,0878301534,Ballroom Dancing,Book,3.769617
A15BPLFHIC8Q2B,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,3.7637975
A15BPLFHIC8Q2B,0590568833,How to Kill a Monster (Goosebumps),Book,3.7545502
A15BPLFHIC8Q2B,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,3.7398982
A15BPLFHIC8Q2B,B000007R0T,Sol to Soul,Music,3.735375
A15JCAD31CZCVJ,0590568833,How to Kill a Monster (Goosebumps),Book,4.135111
A15JCAD31CZCVJ,0195110382,War at Sea: A Naval History of World War II,Book,3.9572673
A15JCAD31CZCVJ,0671727737,The Eagle Has Landed,Book,3.9423096
A15JCAD31CZCVJ,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,3.9384944
A15JCAD31CZCVJ,6303360041,None But the Lonely Heart,Video,3.9323425
A16CZRH9AZVKWW,0590568833,How to Kill a Monster (Goosebumps),Book,3.101333
A16CZRH9AZVKWW,0195110382,War at Sea: A Naval History of World War II,Book,2.9679503
A16CZRH9AZVKWW,0671727737,The Eagle Has Landed,Book,2.956732
A16CZRH9AZVKWW,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,2.9538713
A16CZRH9AZVKWW,6303360041,None But the Lonely Heart,Video,2.949257
A16CZRQL23NOIW,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,5.339431
A16CZRQL23NOIW,0878301534,Ballroom Dancing,Book,5.336503
A16CZRQL23NOIW,B0000060T5,Jonny Quest - Bandit in Adventures Best Friend,Video,5.329454
A16CZRQL23NOIW,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,5.327246
A16CZRQL23NOIW,0613100093,Betsy & Tacy Go over the Big Hill (Betsy and Tacy Books),Book,5.3183556
A16DMCKV9RMQGI,B000056PNE,The NBA's 100 Greatest Plays,DVD,4.9394326
A16DMCKV9RMQGI,0874850037,The Ebony Cookbook: A Date With a Dish,Book,4.918828
A16DMCKV9RMQGI,6303360041,None But the Lonely Heart,Video,4.3105965
A16DMCKV9RMQGI,0533139317,Growing Millionaire Kids,Book,4.206234
A16DMCKV9RMQGI,0878301534,Ballroom Dancing,Book,4.066027
A16H5HMW6NBMLY,0687054532,Out on the Edge: A Wake-Up Call for Church Leaders on the Edge of the Media Reformation,Book,3.95265
A16H5HMW6NBMLY,0533139317,Growing Millionaire Kids,Book,3.397562
A16H5HMW6NBMLY,B000056PNE,The NBA's 100 Greatest Plays,DVD,2.8509963
A16H5HMW6NBMLY,0140445684,Capital : A Critique of Political Economy (Penguin Classics),Book,2.787388
A16H5HMW6NBMLY,0874850037,The Ebony Cookbook: A Date With a Dish,Book,2.587249
A16J9NRZGKI4CX,1861007418,Beginning ASP.NET Databases using C#,Book,7.5708766
A16J9NRZGKI4CX,0533139317,Growing Millionaire Kids,Book,7.460566
A16J9NRZGKI4CX,0415157528,Colloquial Polish: The Complete Course for Beginners (Colloquial Series (Book Only)),Book,7.212439
A16J9NRZGKI4CX,1571515429,Picture Me With My Friend Jesus: Girl Version (Picture Me),Book,7.1916738
A16J9NRZGKI4CX,0807205249,Junie B. Jones Collection: Books 9-12,Book,6.7777147
A16VWWB8G00EPV,6303360041,None But the Lonely Heart,Video,5.7207556
A16VWWB8G00EPV,0613100093,Betsy & Tacy Go over the Big Hill (Betsy and Tacy Books),Book,5.6886816
A16VWWB8G00EPV,0878301534,Ballroom Dancing,Book,5.6785545
A16VWWB8G00EPV,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,5.654654
A16VWWB8G00EPV,0471346608,Baby Basics : A Guide for New Parents,Book,5.6538305
A16WXMD0IZ7G8U,1884997015,In Quest of God: The Saga of an Extraordinary Pilgrimage,Book,8.145826
A16WXMD0IZ7G8U,0688060676,Ten Black Dots,Book,7.488569
A16WXMD0IZ7G8U,1573221740,Renovations: A Father and Son Rebuild a House and Rediscover Each Other,Book,6.535301
A16WXMD0IZ7G8U,0439240751,"Double Jeopardy (T*Witches, 6)",Book,6.3332043
A16WXMD0IZ7G8U,B000063W82,The Best of Schoolhouse Rock! - 30th Anniversary Edition,Video,6.1930065
A1791R558AL0W3,B000056PNC,"Mark Messier - Leader, Champion & Legend",DVD,4.939895
A1791R558AL0W3,0231118597,Losing Matt Shepard,Book,4.032574
A1791R558AL0W3,0590568833,How to Kill a Monster (Goosebumps),Book,3.7178717
A1791R558AL0W3,B00004W1WK,Still Life,Music,3.6610553
A1791R558AL0W3,0618111212,Burnt Toast on Davenport Street,Book,3.6554961
A17A2F7CPIJBLI,0878301534,Ballroom Dancing,Book,6.2826953
A17A2F7CPIJBLI,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,6.272996
A17A2F7CPIJBLI,0590568833,How to Kill a Monster (Goosebumps),Book,6.257583
A17A2F7CPIJBLI,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,6.2331634
A17A2F7CPIJBLI,B000007R0T,Sol to Soul,Music,6.2256246
A17U4YXN5G7UAP,6303360041,None But the Lonely Heart,Video,5.7207556
A17U4YXN5G7UAP,0613100093,Betsy & Tacy Go over the Big Hill (Betsy and Tacy Books),Book,5.6886816
A17U4YXN5G7UAP,0878301534,Ballroom Dancing,Book,5.6785545
A17U4YXN5G7UAP,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,5.654654
A17U4YXN5G7UAP,0471346608,Baby Basics : A Guide for New Parents,Book,5.6538305
A17XO9W1VDXNXW,0312982178,Water Touching Stone,Book,4.9471984
A17XO9W1VDXNXW,0811726371,Today's Military Wife: Meeting the Challenges of Service Life (Today's Military Wife),Book,4.1921296
A17XO9W1VDXNXW,B0000646IJ,Brahms: Violin Concerto; Double Concerto,Music,3.9886944
A17XO9W1VDXNXW,0380819546,Site Unseen : An Emma Fielding Mystery (Emma Fielding Mysteries),Book,3.8462806
A17XO9W1VDXNXW,0312871880,Irish Stew!,Book,3.726376
A189DVDWB4O8DI,0195110382,War at Sea: A Naval History of World War II,Book,5.8294525
A189DVDWB4O8DI,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,5.595013
A189DVDWB4O8DI,0671727737,The Eagle Has Landed,Book,5.35503
A189DVDWB4O8DI,0613100093,Betsy & Tacy Go over the Big Hill (Betsy and Tacy Books),Book,5.353751
A189DVDWB4O8DI,0471346608,Baby Basics : A Guide for New Parents,Book,5.324531
A18BV4O63DOWNH,0878301534,Ballroom Dancing,Book,1.2565391
A18BV4O63DOWNH,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,1.2545991
A18BV4O63DOWNH,0590568833,How to Kill a Monster (Goosebumps),Book,1.2515167
A18BV4O63DOWNH,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,1.2466328
A18BV4O63DOWNH,B000007R0T,Sol to Soul,Music,1.2451249
A18ICIVGP5AHDP,0878301534,Ballroom Dancing,Book,6.2826953
A18ICIVGP5AHDP,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,6.272996
A18ICIVGP5AHDP,0590568833,How to Kill a Monster (Goosebumps),Book,6.257583
A18ICIVGP5AHDP,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,6.2331634
A18ICIVGP5AHDP,B000007R0T,Sol to Soul,Music,6.2256246
A18YY3ZONN7QEP,1884997015,In Quest of God: The Saga of an Extraordinary Pilgrimage,Book,6.516661
A18YY3ZONN7QEP,0688060676,Ten Black Dots,Book,5.990855
A18YY3ZONN7QEP,1573221740,Renovations: A Father and Son Rebuild a House and Rediscover Each Other,Book,5.228241
A18YY3ZONN7QEP,0439240751,"Double Jeopardy (T*Witches, 6)",Book,5.0665636
A18YY3ZONN7QEP,B000063W82,The Best of Schoolhouse Rock! - 30th Anniversary Edition,Video,4.954406
A18ZMKYLOI3EAM,0312982178,Water Touching Stone,Book,2.9683192
A18ZMKYLOI3EAM,0811726371,Today's Military Wife: Meeting the Challenges of Service Life (Today's Military Wife),Book,2.5152776
A18ZMKYLOI3EAM,B0000646IJ,Brahms: Violin Concerto; Double Concerto,Music,2.3932164
A18ZMKYLOI3EAM,0380819546,Site Unseen : An Emma Fielding Mystery (Emma Fielding Mysteries),Book,2.3077683
A18ZMKYLOI3EAM,0312871880,Irish Stew!,Book,2.2358258
A1928PHI4RBCQ9,6303360041,None But the Lonely Heart,Video,7.150944
A1928PHI4RBCQ9,0613100093,Betsy & Tacy Go over the Big Hill (Betsy and Tacy Books),Book,7.110852
A1928PHI4RBCQ9,0878301534,Ballroom Dancing,Book,7.0981927
A1928PHI4RBCQ9,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,7.068317
A1928PHI4RBCQ9,0471346608,Baby Basics : A Guide for New Parents,Book,7.067288
A192TXWH9P81V5,0140445684,Capital : A Critique of Political Economy (Penguin Classics),Book,3.9407365
A192TXWH9P81V5,0687054532,Out on the Edge: A Wake-Up Call for Church Leaders on the Edge of the Media Reformation,Book,3.4887109
A192TXWH9P81V5,0849943221,"Black Friday (Soul Survivor Series, Bk. 4)",Book,3.4765112
A192TXWH9P81V5,1590770218,"Fantastic Food with Splenda : 160 Great Recipes for Meals Low in Sugar, Carbohydrates, Fat, and Calories",Book,3.400781
A192TXWH9P81V5,0787950599,Resolving Conflicts At Work : A Complete Guide for Everyone on the Job,Book,3.3129215
A19MWJDESYCDDL,1861007418,Beginning ASP.NET Databases using C#,Book,7.5708766
A19MWJDESYCDDL,0533139317,Growing Millionaire Kids,Book,7.460566
A19MWJDESYCDDL,0415157528,Colloquial Polish: The Complete Course for Beginners (Colloquial Series (Book Only)),Book,7.212439
A19MWJDESYCDDL,1571515429,Picture Me With My Friend Jesus: Girl Version (Picture Me),Book,7.1916738
A19MWJDESYCDDL,0807205249,Junie B. Jones Collection: Books 9-12,Book,6.7777147
A19O103MOTG4GU,1861007418,Beginning ASP.NET Databases using C#,Book,7.5708766
A19O103MOTG4GU,0533139317,Growing Millionaire Kids,Book,7.460566
A19O103MOTG4GU,0415157528,Colloquial Polish: The Complete Course for Beginners (Colloquial Series (Book Only)),Book,7.212439
A19O103MOTG4GU,1571515429,Picture Me With My Friend Jesus: Girl Version (Picture Me),Book,7.1916738
A19O103MOTG4GU,0807205249,Junie B. Jones Collection: Books 9-12,Book,6.7777147
A1A5M0U25QRZ5P,6303360041,None But the Lonely Heart,Video,5.094378
A1A5M0U25QRZ5P,0195110382,War at Sea: A Naval History of World War II,Book,5.027001
A1A5M0U25QRZ5P,0613100093,Betsy & Tacy Go over the Big Hill (Betsy and Tacy Books),Book,4.9978557
A1A5M0U25QRZ5P,039572774X,The American Heritage Dictionary of Idioms,Book,4.948574
A1A5M0U25QRZ5P,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,4.9278603
A1A87TUBBDPMF0,0590568833,How to Kill a Monster (Goosebumps),Book,5.168888
A1A87TUBBDPMF0,0195110382,War at Sea: A Naval History of World War II,Book,4.9465837
A1A87TUBBDPMF0,0671727737,The Eagle Has Landed,Book,4.9278865
A1A87TUBBDPMF0,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,4.9231186
A1A87TUBBDPMF0,6303360041,None But the Lonely Heart,Video,4.915427
A1A9EKSA54WLSX,0849943221,"Black Friday (Soul Survivor Series, Bk. 4)",Book,4.3791237
A1A9EKSA54WLSX,0393037622,Blood and Guts: A Short History of Medicine,Book,3.94628
A1A9EKSA54WLSX,0787950599,Resolving Conflicts At Work : A Complete Guide for Everyone on the Job,Book,3.7635403
A1A9EKSA54WLSX,0684868008,Casanova in Bohemia : A Novel,Book,3.3013985
A1A9EKSA54WLSX,0140445684,Capital : A Critique of Political Economy (Penguin Classics),Book,2.6852317
A1ABU5ELQQGNX6,1571515429,Picture Me With My Friend Jesus: Girl Version (Picture Me),Book,4.956989
A1ABU5ELQQGNX6,1861007418,Beginning ASP.NET Databases using C#,Book,3.491131
A1ABU5ELQQGNX6,0761116982,Staff Meals from Chanterelle,Book,3.4271224
A1ABU5ELQQGNX6,0849943221,"Black Friday (Soul Survivor Series, Bk. 4)",Book,3.105474
A1ABU5ELQQGNX6,0807205249,Junie B. Jones Collection: Books 9-12,Book,2.7688046
A1AG3MZPK25F23,1884997015,In Quest of God: The Saga of an Extraordinary Pilgrimage,Book,1.6291653
A1AG3MZPK25F23,0688060676,Ten Black Dots,Book,1.4977138
A1AG3MZPK25F23,1573221740,Renovations: A Father and Son Rebuild a House and Rediscover Each Other,Book,1.3070602
A1AG3MZPK25F23,0439240751,"Double Jeopardy (T*Witches, 6)",Book,1.2666409
A1AG3MZPK25F23,B000063W82,The Best of Schoolhouse Rock! - 30th Anniversary Edition,Video,1.2386014
A1ANMG6YDF9RU1,0878301534,Ballroom Dancing,Book,6.2826953
A1ANMG6YDF9RU1,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,6.272996
A1ANMG6YDF9RU1,0590568833,How to Kill a Monster (Goosebumps),Book,6.257583
A1ANMG6YDF9RU1,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,6.2331634
A1ANMG6YDF9RU1,B000007R0T,Sol to Soul,Music,6.2256246
A1APMHP8DPIS3G,6303360041,None But the Lonely Heart,Video,7.150944
A1APMHP8DPIS3G,0613100093,Betsy & Tacy Go over the Big Hill (Betsy and Tacy Books),Book,7.110852
A1APMHP8DPIS3G,0878301534,Ballroom Dancing,Book,7.0981927
A1APMHP8DPIS3G,0966723821,Historia De Cancer De Una Dietista : Informacion & Inspiracion para la Recuperacion & Curacion Sobreviviente de tres canceres,Book,7.068317
A1APMHP8DPIS3G,0471346608,Baby Basics : A Guide for New Parents,Book,7.067288
A1AS0CP6B03VQN,0810114275,Experiencing and the Creation of Meaning: A Philosophical and Psychological Approach to the Subjective (Studies in Phenomenology and Existential Philosophy),Book,4.9553084
A1AS0CP6B03VQN,1573221740,Renovations: A Father and Son Rebuild a House and Rediscover Each Other,Book,3.956869
A1AS0CP6B03VQN,1858685486,Mensa Visual Brainteasers,Book,3.43515
A1AS0CP6B03VQN,0688060676,Ten Black Dots,Book,3.3635106
A1AS0CP6B03VQN,B0000060TP,Dink the Little Dinosaur: Shyler's Friend,Video,3.2088225
A1AV32Q6I8M1LX,0590568833,How to Kill a Monster (Goosebumps),Book,4.13974
A1AV32Q6I8M1LX,0195110382,War at Sea: A Naval History of World War II,Book,3.9777243
A1AV32Q6I8M1LX,0671727737,The Eagle Has Landed,Book,3.9230542
A1AV32Q6I8M1LX,6303360041,None But the Lonely Heart,Video,3.9144785
A1AV32Q6I8M1LX,0786863919,Disney A to Z : The Updated Official Encyclopedia (Disney a to Z),Book,3.8988197
A1AW2MLJMY3TZ2,1884997015,In Quest of God: The Saga of an Extraordinary Pilgrimage,Book,8.145826
A1AW2MLJMY3TZ2,0688060676,Ten Black Dots,Book,7.488569
A1AW2MLJMY3TZ2,1573221740,Renovations: A Father and Son Rebuild a House and Rediscover Each Other,Book,6.535301
